year,make,model,trim,body,transmission,state,condition,odometer,mmr,sellingprice
2011,Chevrolet,Silverado 2500HD,Work Truck,regular cab,automatic,co,26.0,124231.0,11900.0,13300.0
1999,Jeep,Grand Cherokee,Laredo,SUV,automatic,nc,28.0,186880.0,1275.0,1200.0
2006,Volkswagen,Jetta,2.0T,Sedan,automatic,ca,26.0,151696.0,2750.0,3900.0
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,39.0,36509.0,18800.0,17250.0
2013,Ford,Fusion,SE,Sedan,automatic,nj,37.0,22549.0,14600.0,13500.0
2011,Chevrolet,Impala,LT Fleet,sedan,automatic,nj,19.0,80545.0,7700.0,3500.0
2013,Toyota,Corolla,LE,Sedan,automatic,pa,34.0,37700.0,11100.0,11300.0
2006,HUMMER,H3,Base,SUV,automatic,ga,44.0,136225.0,8900.0,10000.0
2010,Kia,Forte,EX,Sedan,automatic,nc,22.0,56583.0,7125.0,7100.0
2005,Chrysler,300,C,Sedan,automatic,ut,2.0,111302.0,6150.0,5000.0
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,nc,28.0,64461.0,11150.0,11000.0
2010,Dodge,Caliber,SXT Fleet,Wagon,automatic,mo,19.0,49257.0,7875.0,5300.0
2002,Honda,Accord,EX V-6,Coupe,automatic,va,19.0,193752.0,1800.0,2300.0
2014,Ford,Escape,SE,SUV,automatic,tx,44.0,32313.0,16350.0,16400.0
2007,Infiniti,QX56,Base,SUV,automatic,fl,32.0,119594.0,11800.0,12400.0
2005,Jaguar,X-Type,3.0L,sedan,automatic,tx,19.0,125619.0,1775.0,1200.0
2014,Mercedes-Benz,E-Class,E63 AMG 4MATIC,Sedan,automatic,oh,39.0,8186.0,69000.0,68001.0
2012,Ram,1500,ST,Quad Cab,automatic,tn,36.0,42304.0,21500.0,21200.0
2014,Nissan,Versa,1.6 SV,Sedan,automatic,ca,1.0,20711.0,10850.0,7600.0
2006,Honda,Accord,LX Special Edition,Sedan,manual,ca,27.0,136122.0,4900.0,5000.0
2013,Ford,F-150,XLT,SuperCab,automatic,tx,44.0,74011.0,20600.0,19900.0
2009,Lincoln,MKX,Base,SUV,,ca,38.0,156220.0,8350.0,9000.0
2015,Volvo,S60,T5 Drive-E,Sedan,automatic,tx,42.0,34667.0,20800.0,20000.0
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,nv,35.0,37253.0,9950.0,9500.0
2006,Volkswagen,Jetta,TDI,Sedan,automatic,ga,24.0,194053.0,3425.0,2600.0
2005,BMW,5 Series,530i,Sedan,automatic,tx,,146253.0,5575.0,5600.0
2013,Chevrolet,Suburban,LTZ 1500,suv,automatic,fl,43.0,66641.0,34800.0,34400.0
2012,Toyota,Corolla,LE,Sedan,automatic,pa,25.0,59267.0,9650.0,9100.0
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,43.0,10829.0,22300.0,24000.0
2005,Acura,MDX,Touring,SUV,automatic,va,35.0,133493.0,6650.0,8000.0
2014,Kia,Optima,LX,Sedan,automatic,ga,44.0,19801.0,15000.0,15400.0
2012,Nissan,Murano,SL,suv,,co,35.0,63583.0,18150.0,15900.0
2007,Ford,Edge,SE,SUV,automatic,tx,29.0,115978.0,6300.0,8900.0
2014,Toyota,Corolla,LE,Sedan,automatic,fl,49.0,2145.0,14750.0,14900.0
2013,Toyota,Camry,SE,Sedan,automatic,fl,32.0,59868.0,11950.0,11500.0
2008,Ford,F-150,XL,Regular Cab,,pa,41.0,56405.0,8175.0,9400.0
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,nv,19.0,107218.0,6025.0,5800.0
2012,BMW,M3,Base,Convertible,automatic,ca,33.0,34321.0,39900.0,37000.0
2009,Ford,F-150,FX4,SuperCrew,automatic,wa,37.0,85984.0,18700.0,20630.0
2012,Nissan,Sentra,2.0 SR,sedan,automatic,fl,47.0,30114.0,10000.0,9900.0
2013,Dodge,Durango,SXT,SUV,automatic,tx,43.0,32173.0,24100.0,21900.0
2011,Hyundai,Elantra,GLS PZEV,Sedan,automatic,az,27.0,79789.0,9275.0,9000.0
2014,Ford,Fusion,SE,Sedan,automatic,ca,4.0,20028.0,17050.0,18500.0
2014,Hyundai,Elantra GT,Base,Hatchback,automatic,tx,37.0,19082.0,13450.0,13800.0
2011,Chevrolet,Equinox,LTZ,SUV,automatic,pa,5.0,112609.0,9625.0,9600.0
2013,Ford,Focus,SE,Sedan,automatic,nv,46.0,61447.0,8375.0,9000.0
2013,Nissan,Altima,2.5,Sedan,automatic,nj,47.0,26463.0,14100.0,14500.0
2005,Dodge,Dakota,SLT,Club Cab,,ca,27.0,92769.0,5975.0,4500.0
2011,Subaru,Outback,2.5i Premium,Wagon,,pa,34.0,71972.0,14100.0,13500.0
2004,Nissan,Maxima,3.5 SL,Sedan,automatic,oh,1.0,75029.0,3950.0,1550.0
2015,Ford,F-250 Super Duty,Lariat,crew cab,automatic,fl,42.0,29834.0,43600.0,46200.0
2002,Jeep,Liberty,Sport,suv,automatic,oh,29.0,96217.0,2775.0,1750.0
2008,Buick,Enclave,CXL,SUV,,pa,36.0,87617.0,13850.0,13600.0
2015,Buick,LaCrosse,Leather Group,sedan,automatic,ga,2.0,8851.0,25100.0,12300.0
2014,Toyota,Camry,LE,Sedan,automatic,fl,49.0,12964.0,15800.0,15900.0
2009,Chevrolet,Corvette,Base,Coupe,manual,fl,3.0,40297.0,28100.0,28000.0
2014,Mazda,CX-5,Touring,SUV,automatic,fl,35.0,32304.0,18850.0,18600.0
2012,Toyota,Camry,LE,Sedan,automatic,fl,29.0,72493.0,11600.0,11000.0
2003,Mitsubishi,Outlander,XLS,SUV,,il,,120614.0,2575.0,1450.0
2014,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,pa,49.0,10297.0,84000.0,81000.0
2015,Chevrolet,Tahoe,LT,SUV,automatic,tn,44.0,32147.0,41100.0,40500.0
2012,Jeep,Liberty,Sport,SUV,automatic,fl,43.0,28472.0,15550.0,16500.0
2001,oldsmobile,alero,gl2,,automatic,pa,3.0,117789.0,1075.0,700.0
2011,Nissan,Murano,SL,SUV,automatic,nj,31.0,46913.0,19200.0,18000.0
2014,Chevrolet,Corvette Stingray,Base,Convertible,automatic,fl,4.0,13320.0,57500.0,19400.0
2008,Mitsubishi,Endeavor,LS,SUV,automatic,tx,,95403.0,6100.0,6000.0
2014,Ford,Mustang,V6,Coupe,,ga,27.0,35594.0,18300.0,26500.0
1993,Jeep,Grand Cherokee,Limited,SUV,automatic,ca,1.0,172357.0,550.0,200.0
2014,BMW,,750i xDrive,Sedan,automatic,oh,48.0,10873.0,69000.0,63500.0
2008,BMW,5 Series,528i,sedan,automatic,fl,34.0,84754.0,11650.0,12100.0
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,tx,44.0,2800.0,21400.0,20700.0
2010,GMC,Acadia,SLT-1,suv,automatic,ma,25.0,93790.0,15250.0,14300.0
2003,Dodge,Dakota,SLT,Quad Cab,automatic,il,2.0,101708.0,5125.0,2650.0
2014,Kia,Sorento,LX,SUV,,ga,5.0,22160.0,17000.0,16800.0
2012,Chevrolet,Impala,LTZ,Sedan,automatic,tn,37.0,56750.0,10500.0,10200.0
2012,Hyundai,Sonata,GLS,Sedan,automatic,ca,25.0,34408.0,11900.0,11700.0
2014,Ford,F-150,XLT,SuperCrew,automatic,mo,46.0,15132.0,17350.0,17600.0
2013,Volkswagen,Beetle,2.5L,Hatchback,automatic,tx,42.0,23054.0,12600.0,12900.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,34.0,42265.0,11600.0,10400.0
2012,BMW,3 Series,328i,Sedan,automatic,oh,47.0,29736.0,25200.0,25750.0
2012,Infiniti,M,M37x,Sedan,automatic,il,29.0,44485.0,23900.0,22600.0
2014,GMC,Savana Cargo,2500,Van,automatic,mi,42.0,12715.0,19300.0,19600.0
2012,Chevrolet,Impala,LS Fleet,Sedan,automatic,oh,42.0,74288.0,8400.0,6200.0
2011,Ford,F-150,XLT,SuperCrew,automatic,fl,,117148.0,17150.0,16800.0
2008,GMC,Acadia,SLT-1,suv,automatic,tx,28.0,108354.0,10200.0,9500.0
2012,Volkswagen,Jetta SportWagen,S,Wagon,automatic,nc,3.0,58594.0,10100.0,9200.0
2007,Toyota,Camry,LE,Sedan,automatic,tn,24.0,112394.0,6875.0,6700.0
2012,Toyota,Camry,LE,Sedan,automatic,oh,46.0,42857.0,12700.0,14200.0
2014,Lincoln,MKS,Base,Sedan,automatic,il,44.0,33043.0,24300.0,22900.0
2010,Toyota,Corolla,LE,Sedan,automatic,nc,19.0,114493.0,6475.0,6100.0
2012,Acura,TL,Technology Package,Sedan,automatic,il,35.0,34104.0,20800.0,21100.0
2014,Chevrolet,Spark,2LT,Hatchback,manual,hi,19.0,14701.0,9525.0,7000.0
2006,Chevrolet,Impala,LT,Sedan,automatic,wi,25.0,128484.0,3875.0,3700.0
2011,Ford,Focus,SE,Sedan,automatic,fl,48.0,32347.0,8000.0,9400.0
2013,Buick,Regal,Premium 1,sedan,automatic,tx,28.0,46528.0,12500.0,13300.0
2014,Ford,Mustang,V6,coupe,automatic,fl,39.0,25017.0,18300.0,19900.0
2014,Lexus,RX 350,Base,SUV,automatic,fl,49.0,7357.0,35600.0,37600.0
2004,,,,,,md,19.0,111639.0,3425.0,1700.0
2012,Hyundai,Sonata,SE,Sedan,automatic,tx,45.0,46087.0,12600.0,13600.0
2001,Buick,Regal,LS,Sedan,automatic,pa,19.0,1.0,2875.0,500.0
2009,Toyota,Corolla,LE,Sedan,automatic,sc,25.0,80789.0,6925.0,5800.0
2003,Mazda,Mazda6,s,Sedan,manual,fl,19.0,146637.0,1950.0,1200.0
2014,Ford,F-150,XL,regular cab,automatic,nc,43.0,18087.0,16950.0,16300.0
2008,Chevrolet,Malibu,LT,sedan,automatic,oh,33.0,121529.0,5000.0,3600.0
2012,Jeep,Compass,Limited,SUV,automatic,fl,27.0,55564.0,12050.0,11000.0
2006,Dodge,Grand Caravan,SXT,Minivan,automatic,nc,2.0,100381.0,3450.0,1500.0
2014,Dodge,Grand Caravan,SXT,Minivan,,va,5.0,12389.0,17200.0,17500.0
2014,Nissan,Rogue,SV,SUV,automatic,oh,36.0,14787.0,22300.0,22200.0
2012,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,tx,27.0,94009.0,13750.0,12700.0
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,44.0,20369.0,21500.0,20500.0
2011,Toyota,RAV4,Base,SUV,automatic,pa,43.0,39272.0,14450.0,15200.0
2011,Jaguar,XF,Premium,Sedan,automatic,ca,36.0,54010.0,21400.0,20250.0
2012,Toyota,Camry,LE,Sedan,automatic,fl,43.0,26151.0,13550.0,14800.0
2014,GMC,Terrain,SLE-1,SUV,automatic,mi,5.0,19106.0,21800.0,21000.0
2007,Mercury,Montego,Premier,Sedan,automatic,ca,27.0,139774.0,2225.0,2400.0
2013,GMC,Yukon,Denali,SUV,automatic,fl,36.0,40292.0,39200.0,41800.0
2012,Toyota,Sienna,XLE 8-Passenger,Minivan,automatic,fl,26.0,29092.0,24000.0,22000.0
2013,Ford,Focus,SE,Sedan,automatic,tn,47.0,39855.0,10500.0,10800.0
2003,BMW,Z4,2.5i,Convertible,,fl,19.0,93805.0,5675.0,4000.0
2007,Chevrolet,Silverado 3500 Classic,LT1,Crew Cab,automatic,fl,24.0,273270.0,11050.0,10000.0
2009,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,ne,39.0,88418.0,12750.0,12900.0
2013,Ford,Escape,SE,SUV,automatic,ca,41.0,22554.0,16100.0,16000.0
2012,Honda,Accord,LX,Sedan,automatic,ca,42.0,32738.0,12200.0,13400.0
2012,Mazda,Mazdaspeed 3,Touring,Hatchback,manual,fl,44.0,28322.0,16100.0,18000.0
2007,,,,,,fl,34.0,84370.0,5650.0,6700.0
2005,Toyota,Corolla,LE,Sedan,automatic,ca,34.0,163333.0,3650.0,3000.0
2013,Chevrolet,Malibu,LT,Sedan,automatic,nv,29.0,55674.0,12050.0,12100.0
2010,,,,,,pa,31.0,64508.0,10350.0,13000.0
2013,Infiniti,JX,JX35,SUV,,pa,48.0,26679.0,32400.0,32200.0
2011,Dodge,Journey,Crew,SUV,automatic,md,19.0,61585.0,11500.0,8900.0
2005,,,,,automatic,az,28.0,94954.0,6000.0,8900.0
2013,Chrysler,200,Touring,Sedan,automatic,fl,39.0,34937.0,10550.0,11900.0
2013,Nissan,Rogue,SV,SUV,automatic,ga,28.0,14052.0,15750.0,15000.0
2009,Pontiac,Vibe,Base,Hatchback,automatic,mi,49.0,102501.0,5800.0,6700.0
2013,Nissan,Altima,2.5,Sedan,automatic,tn,34.0,49546.0,12650.0,12700.0
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,39.0,23170.0,21100.0,21750.0
2008,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,il,2.0,91547.0,24200.0,24000.0
2012,Nissan,Altima,2.5,Sedan,automatic,fl,25.0,41714.0,12150.0,10200.0
2013,Lincoln,MKZ,Base,Sedan,automatic,md,45.0,17880.0,21700.0,21100.0
2005,Cadillac,CTS,Base,Sedan,automatic,ca,19.0,125194.0,4250.0,3300.0
2003,Ford,Explorer,XLT,SUV,automatic,az,3.0,137495.0,2400.0,2900.0
2014,GMC,Savana Cargo,2500,van,automatic,co,48.0,9953.0,19750.0,19300.0
2011,Toyota,4Runner,SR5,SUV,automatic,fl,41.0,72687.0,22200.0,24000.0
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ga,44.0,23030.0,20100.0,18600.0
2013,Lexus,IS 250,Base,Sedan,automatic,fl,25.0,39956.0,23000.0,21400.0
2012,BMW,3 Series,328i,convertible,automatic,nv,43.0,15406.0,29500.0,31000.0
2002,Ford,Explorer,Eddie Bauer,suv,,fl,3.0,121575.0,2075.0,500.0
2011,Ford,Fusion,SEL,Sedan,automatic,nc,41.0,115287.0,6425.0,6500.0
2011,Nissan,Rogue,S,SUV,,pa,32.0,37977.0,12800.0,13800.0
2014,Chevrolet,Camaro,SS,Coupe,automatic,tx,39.0,20090.0,27100.0,26700.0
2012,Toyota,Corolla,LE,Sedan,automatic,ga,43.0,58523.0,9200.0,10200.0
2001,Ford,Expedition,XLT,SUV,automatic,fl,19.0,214365.0,1050.0,1500.0
2011,Buick,Regal,CXL Turbo,Sedan,,pa,46.0,56142.0,12800.0,13200.0
2008,Nissan,Altima Hybrid,Base,Sedan,automatic,ca,41.0,60979.0,9275.0,10250.0
2009,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,oh,27.0,70640.0,8900.0,8500.0
2012,Nissan,Altima,2.5 S,Sedan,,pa,32.0,36007.0,12200.0,10500.0
2011,BMW,3 Series,335i,Convertible,automatic,nj,1.0,36724.0,26800.0,18000.0
2009,Honda,Civic,LX,Sedan,automatic,nj,19.0,75194.0,7525.0,5500.0
2013,Nissan,Altima,2.5,Sedan,automatic,tx,48.0,9931.0,14950.0,15900.0
2014,Lexus,GS 350,Base,Sedan,automatic,wi,42.0,10999.0,39100.0,37400.0
2012,Toyota,RAV4,Base,SUV,automatic,tx,35.0,64351.0,13600.0,13500.0
2012,BMW,6 Series,650i xDrive,Convertible,automatic,ca,49.0,40919.0,45100.0,44000.0
2004,GMC,Envoy,SLT,SUV,automatic,md,2.0,124347.0,3900.0,1000.0
2012,Chevrolet,Suburban,LTZ 1500,SUV,automatic,tn,44.0,56111.0,33500.0,35900.0
2010,Hyundai,Elantra,GLS,Sedan,automatic,nc,36.0,105581.0,4675.0,5900.0
2013,Nissan,Leaf,S,hatchback,automatic,wa,43.0,2942.0,9125.0,9300.0
2011,Ford,Ranger,XLT,SuperCab,,nc,26.0,77580.0,11650.0,10800.0
2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,42.0,47866.0,10700.0,11400.0
2008,Subaru,Outback,2.5I Limited,Wagon,automatic,ca,28.0,165732.0,5350.0,5700.0
2003,Ford,Expedition,Eddie Bauer,SUV,,mi,27.0,147616.0,3925.0,3700.0
2013,Ford,Focus,SE,Sedan,automatic,ca,37.0,56219.0,8900.0,9500.0
2008,Pontiac,G8,Base,Sedan,automatic,nc,37.0,86004.0,9475.0,11100.0
2011,Kia,Soul,Base,wagon,automatic,nc,26.0,110826.0,4050.0,4400.0
2006,,,,,automatic,mo,23.0,118590.0,3925.0,4600.0
2011,Chevrolet,Malibu,LTZ,Sedan,automatic,mi,41.0,65590.0,8175.0,9300.0
2006,Jeep,Commander,Limited,SUV,automatic,ga,33.0,108618.0,8275.0,8500.0
2011,Lexus,IS 350 C,Base,Convertible,automatic,oh,34.0,52564.0,25200.0,26000.0
2009,Chevrolet,Tahoe,LT2,SUV,,pa,36.0,93363.0,16750.0,15400.0
2014,Dodge,Journey,SXT,SUV,automatic,fl,3.0,19903.0,16900.0,15500.0
2000,,,,,automatic,nv,24.0,104638.0,7150.0,8300.0
2011,BMW,3 Series,335d,Sedan,automatic,wa,47.0,28779.0,23600.0,19900.0
2014,Ford,Focus,SE,Hatchback,automatic,tn,47.0,11143.0,12950.0,13100.0
2009,Audi,A3,2.0T quattro,Wagon,automatic,fl,38.0,87082.0,11250.0,12600.0
2012,Hyundai,Elantra,GLS,Sedan,automatic,oh,41.0,18727.0,11100.0,11100.0
2014,Chevrolet,Equinox,LT,suv,automatic,tx,35.0,34666.0,17850.0,17700.0
2012,Honda,Pilot,EX,SUV,automatic,nj,31.0,36943.0,19600.0,19500.0
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,nj,35.0,103721.0,3175.0,2500.0
2011,Ford,Fusion,SE,Sedan,automatic,md,42.0,85910.0,7675.0,7600.0
2011,Ford,Fusion,SE,Sedan,automatic,pa,41.0,28778.0,10300.0,10300.0
2011,Audi,A4,2.0T Premium,Sedan,automatic,nv,49.0,52889.0,15400.0,15500.0
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,automatic,fl,3.0,14787.0,14950.0,14600.0
2009,Pontiac,G6,GT,Sedan,automatic,mo,19.0,88418.0,4975.0,4300.0
2005,Dodge,Ram Pickup 2500,SLT,Quad Cab,automatic,ca,3.0,101126.0,19700.0,25600.0
2013,Ford,Fiesta,SE,Hatchback,automatic,az,19.0,55852.0,8200.0,7300.0
2012,Kia,Sorento,Base,suv,automatic,az,38.0,49394.0,13150.0,13300.0
2004,Hyundai,Sonata,GLS,Sedan,automatic,nj,34.0,93364.0,2375.0,2900.0
2007,Honda,CR-V,EX-L,SUV,automatic,nj,,132466.0,9200.0,8800.0
2014,Chevrolet,Malibu,LT,Sedan,automatic,tn,43.0,43133.0,14150.0,14100.0
2009,BMW,3 Series,328i,sedan,automatic,ca,33.0,142650.0,7825.0,7400.0
2009,Suzuki,SX4,Crossover,Hatchback,automatic,fl,41.0,35756.0,6125.0,6625.0
2013,Infiniti,G Coupe,G37 Sport,g coupe,manual,ca,43.0,23102.0,26200.0,27000.0
2006,Pontiac,Grand Prix,Base,Sedan,automatic,tx,19.0,170264.0,1900.0,1400.0
2012,Nissan,Frontier,PRO-4X,Crew Cab,,pa,5.0,51137.0,22500.0,21800.0
2011,Chevrolet,Malibu,LS,Sedan,automatic,az,,83975.0,7200.0,8200.0
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,mn,49.0,30798.0,9675.0,10800.0
2011,Chrysler,Town and Country,Touring,Minivan,,pa,29.0,46914.0,13900.0,12400.0
2011,Ford,Ranger,XLT,SuperCab,automatic,ca,49.0,73623.0,14650.0,14000.0
2015,Kia,Sorento,LX,suv,automatic,oh,48.0,5768.0,20900.0,21900.0
2012,Nissan,Sentra,2,sedan,automatic,tx,34.0,73041.0,7200.0,9200.0
2004,Volkswagen,Passat,GLS 1.8T 4Motion,Sedan,automatic,il,19.0,155475.0,1850.0,550.0
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,44.0,14493.0,23100.0,25500.0
2014,Nissan,Sentra,SV,Sedan,,ca,36.0,5703.0,13250.0,13000.0
2014,Toyota,Corolla,LE,Sedan,automatic,ca,1.0,22134.0,13600.0,9400.0
2014,Ford,Mustang,V6,Convertible,automatic,ca,2.0,12971.0,18100.0,11900.0
2014,Kia,Soul,+,Wagon,automatic,nv,49.0,12280.0,14000.0,15200.0
2012,Hyundai,Sonata,Limited,Sedan,automatic,pa,28.0,29313.0,16250.0,14000.0
2010,Dodge,Ram Pickup 2500,Laramie,crew cab,automatic,mi,31.0,160170.0,25400.0,21200.0
2014,Ford,F-150,XL,Regular Cab,automatic,tx,41.0,11903.0,18100.0,18300.0
2015,Nissan,Altima,2.5 S,sedan,automatic,tn,45.0,4638.0,15800.0,18000.0
2010,Dodge,Grand Caravan,Hero,Minivan,,va,,88680.0,6900.0,5800.0
2006,Lexus,GS 300,Base,Sedan,automatic,wa,19.0,133390.0,9175.0,8400.0
2013,Toyota,Corolla,S,Sedan,automatic,wa,39.0,36546.0,12850.0,14400.0
2007,,,,,automatic,ne,22.0,120083.0,4025.0,4700.0
2005,Mazda,MPV,LX,Minivan,automatic,fl,19.0,159173.0,1325.0,1300.0
2013,Volkswagen,Passat,TDI SEL Premium,Sedan,automatic,wi,37.0,15557.0,22500.0,22400.0
2009,Chevrolet,Silverado 1500,LT,Crew Cab,,pa,41.0,48533.0,19400.0,20100.0
2014,vw,routan,se,,automatic,il,39.0,21038.0,20100.0,18000.0
2008,Ford,Escape,XLT,SUV,automatic,mi,35.0,83748.0,7900.0,6400.0
2008,Mazda,CX-7,Grand Touring,suv,automatic,nc,32.0,150556.0,4650.0,6100.0
2007,Toyota,Camry,LE,Sedan,automatic,ga,17.0,189547.0,5025.0,3100.0
2006,Chrysler,Town and Country,Base,Minivan,automatic,ga,29.0,61226.0,3275.0,3100.0
2000,Toyota,Camry,CE,Sedan,automatic,nv,2.0,99325.0,2425.0,2000.0
2005,Chevrolet,Uplander,LT,Minivan,automatic,sc,25.0,145812.0,2000.0,2400.0
2013,BMW,X3,xDrive28i,SUV,,pa,42.0,32843.0,28200.0,29500.0
2012,Volkswagen,Tiguan,SE,SUV,automatic,ca,1.0,15750.0,16950.0,13900.0
2008,Ford,F-150,FX4,supercrew,,co,29.0,114100.0,16050.0,15100.0
2006,Toyota,Highlander,Base,SUV,automatic,ga,27.0,98621.0,6525.0,8300.0
2012,BMW,1 Series,128i,Convertible,automatic,fl,28.0,30687.0,22500.0,37200.0
2013,Ford,F-350 Super Duty,XLT,Crew Cab,automatic,mo,37.0,8951.0,39300.0,38100.0
2011,Nissan,Altima,2.5,Sedan,automatic,ga,28.0,51423.0,11800.0,8200.0
2006,Volkswagen,Jetta,TDI,Sedan,automatic,tx,36.0,111600.0,5225.0,5100.0
2013,Nissan,Altima,2.5,sedan,,pa,4.0,21801.0,13050.0,13900.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,28.0,35692.0,11650.0,11400.0
2006,Acura,TL,Base,Sedan,automatic,fl,21.0,76153.0,9625.0,9500.0
2005,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,ca,19.0,97528.0,10850.0,10600.0
1998,BMW,3 Series,328i,Convertible,automatic,nv,,115681.0,1525.0,700.0
2013,Chrysler,Town and Country,Touring,minivan,automatic,mi,45.0,35931.0,16400.0,17300.0
2006,Kia,Optima,LX,Sedan,automatic,tx,,147419.0,2250.0,2500.0
2008,Ford,F-250 Super Duty,Lariat,crew cab,automatic,ga,42.0,97935.0,23000.0,26000.0
2009,Hyundai,Accent,GLS,Sedan,automatic,nc,32.0,86349.0,3800.0,5200.0
2012,Nissan,Altima,2.5,Sedan,automatic,il,19.0,39561.0,12100.0,11200.0
2012,Honda,CR-V,EX,SUV,automatic,sc,49.0,53626.0,17250.0,17800.0
2012,Ford,Fusion,S,sedan,automatic,oh,4.0,76299.0,8500.0,8500.0
2006,Volkswagen,Passat,2.0T,Sedan,automatic,wa,41.0,70793.0,4100.0,5500.0
2014,Toyota,Camry,SE,Sedan,automatic,nc,43.0,18194.0,16400.0,16300.0
2006,Toyota,Avalon,Touring,Sedan,automatic,ca,32.0,182560.0,4825.0,4000.0
2012,Nissan,Altima,2.5 S,Sedan,,pa,37.0,30796.0,12300.0,11100.0
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,ca,,37279.0,9325.0,8100.0
2000,Honda,CR-V,EX,SUV,automatic,tx,22.0,165281.0,2100.0,3500.0
2012,Toyota,Camry,SE,Sedan,automatic,wa,37.0,17403.0,15450.0,15700.0
2014,Dodge,Journey,SE,suv,automatic,tn,44.0,11196.0,15000.0,16500.0
2012,Nissan,Sentra,2.0 SR,sedan,automatic,pa,37.0,29235.0,10250.0,10900.0
2013,Dodge,Avenger,SE,sedan,automatic,il,35.0,51925.0,9450.0,9900.0
2004,Suzuki,Forenza,S,Sedan,automatic,tx,41.0,47261.0,1675.0,3000.0
2010,Kia,Sedona,Base,Minivan,automatic,mo,35.0,76752.0,7275.0,7400.0
2005,Ford,Taurus,SE,Sedan,automatic,in,24.0,133290.0,1425.0,1650.0
2009,Honda,Accord,EX-L,Sedan,automatic,ca,19.0,184940.0,6950.0,7000.0
2012,Lexus,RX 350,Base,suv,automatic,ga,2.0,29625.0,27100.0,24700.0
2014,GMC,Yukon XL,SLT 1500,SUV,automatic,fl,45.0,24427.0,31900.0,31700.0
2012,Lexus,IS 250,Base,Sedan,automatic,tn,49.0,27060.0,21700.0,25500.0
2013,Toyota,Highlander,Base,suv,automatic,wi,38.0,68540.0,19850.0,23500.0
2012,Volvo,S60,T5,sedan,,pa,47.0,36162.0,14850.0,16300.0
2014,Toyota,Avalon Hybrid,Limited,Sedan,automatic,fl,41.0,18775.0,25900.0,24800.0
2007,Ford,Taurus,SE Fleet,Sedan,automatic,wi,25.0,78768.0,3700.0,3700.0
2004,Ford,Freestar,SES,Minivan,automatic,or,27.0,200223.0,525.0,800.0
2006,Volkswagen,Jetta,GLI,sedan,automatic,ca,3.0,103457.0,5250.0,3600.0
2014,GMC,Sierra 1500,SLT,Crew Cab,automatic,ga,5.0,1914.0,35000.0,34300.0
2011,Ram,1500,SLT,Quad Cab,automatic,az,37.0,50101.0,15050.0,15800.0
2014,Jeep,Patriot,Latitude,SUV,automatic,mn,4.0,17175.0,17300.0,17700.0
2008,Dodge,Caliber,SE,Wagon,automatic,ga,24.0,101166.0,3875.0,2500.0
2012,Honda,Insight,LX,Hatchback,automatic,ma,3.0,65996.0,8925.0,8000.0
2007,Mercedes-Benz,E-Class,E550,Sedan,automatic,fl,33.0,84943.0,10950.0,10700.0
2007,toyota,matrix,xr,,manual,ga,2.0,143451.0,4725.0,3200.0
2008,Nissan,Sentra,2,Sedan,,nj,26.0,89269.0,4800.0,3500.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,il,3.0,21111.0,19450.0,19200.0
2013,Kia,Optima,LX,sedan,automatic,il,37.0,50674.0,11150.0,11400.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,oh,44.0,39763.0,11700.0,11900.0
2010,Jeep,Liberty,Sport,suv,automatic,tx,24.0,67578.0,11500.0,10700.0
2004,Chevrolet,Venture,LS,Minivan,automatic,ga,23.0,170000.0,1075.0,1900.0
2012,Ford,Escape,XLT,SUV,automatic,tx,44.0,63337.0,11900.0,11200.0
2012,Ford,Edge,SEL,SUV,automatic,ga,28.0,33657.0,20000.0,18500.0
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,pa,35.0,32978.0,16950.0,17000.0
2014,Ford,Mustang,V6,Coupe,automatic,fl,37.0,17128.0,19200.0,20000.0
2012,Honda,Odyssey,EX-L,Minivan,,pa,22.0,20704.0,24000.0,19600.0
2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,wa,38.0,19962.0,24300.0,21750.0
